-1.046033592783840618e+02,2.148892774375464398e+01
-1.046033596596439139e+02,2.148892572309489424e+01
-1.046033597565195521e+02,2.148892543349360551e+01
-1.046033598971277740e+02,2.148892460837315355e+01
-1.046033596805870047e+02,2.148892574232740316e+01
-1.046033592630399909e+02,2.148892563355588337e+01
-1.046033592376199977e+02,2.148892572867593742e+01
-1.046033589670785489e+02,2.148892593420317709e+01
-1.046033598731199845e+02,2.148892572867593742e+01
-1.046033595299499979e+02,2.148892591297102328e+01
-1.046033592333833155e+02,2.148892557608752441e+01
-1.046033589368166474e+02,2.148892578416262467e+01
-1.046026188589366654e+02,2.148893013986812051e+01
-1.046033594918200009e+02,2.148892537197575692e+01
-1.046033597648924029e+02,2.148892157041659345e+01
-1.046033592333833155e+02,2.148892556617918004e+01
-1.046029592126125038e+02,2.148892188523150892e+01
-1.046027755435799946e+02,2.148892367170491013e+01
-1.046029819158499805e+02,2.148892516984564693e+01
-1.046028902404356984e+02,2.148892141600092387e+01
-1.046025539883071360e+02,2.148892530006953194e+01
-1.046026691227499867e+02,2.148891827364222351e+01
-1.046021068090780801e+02,2.148891779636730348e+01
-1.046025117059335798e+02,2.148891516278431268e+01
-1.046029412756249997e+02,2.148891349980485188e+01
-1.046028048486032986e+02,2.148891310545297983e+01
-1.046027179715166398e+02,2.148890955430455563e+01
-1.046025381999730826e+02,2.148890655741332978e+01
-1.046033612817967224e+02,2.148891100327779213e+01
-1.046033615466782152e+02,2.148890930878821948e+01
-1.046033615077721777e+02,2.148890832966245767e+01
-1.046033619478761949e+02,2.148890936746161628e+01
-1.046033612034333373e+02,2.148890950476286221e+01
-1.046033613834916594e+02,2.148890897962093405e+01
-1.046033614412462214e+02,2.148890800561258274e+01
-1.046026037425099986e+02,2.148891089391188913e+01
-1.046033615067606490e+02,2.148890657843001151e+01
-1.046033615923274027e+02,2.148890711498382800e+01
-1.046033614286283751e+02,2.148890483976474997e+01
-1.046025832480087985e+02,2.148891006953813942e+01
-1.046026284507499895e+02,2.148890543243583551e+01
-1.046022684611833284e+02,2.148890384710171375e+01
-1.046026980894452407e+02,2.148890217117707024e+01
-1.046027851287357180e+02,2.148890062547630464e+01
-1.046023611286378951e+02,2.148889843534749389e+01
-1.046027218014633178e+02,2.148889924963276243e+01
-1.046025643542199788e+02,2.148889829248728489e+01
-1.046029939672408915e+02,2.148889637441314449e+01
-1.046033639268426754e+02,2.148889155663925976e+01
-1.046025908125717336e+02,2.148889317539060784e+01
-1.046021301568294888e+02,2.148888989921016091e+01
-1.046033655959152355e+02,2.148888492613900070e+01
-1.046027930346583332e+02,2.148888677503488864e+01
-1.046028407077499907e+02,2.148888565306128839e+01
-1.046025250463121523e+02,2.148888287998676816e+01
-1.046024170171369576e+02,2.148887065675331698e+01
-1.046033668088913799e+02,2.148887578451605407e+01
-1.046028684234937316e+02,2.148887629449009395e+01
-1.046026392683721866e+02,2.148887648027142205e+01
-1.046033669591746218e+02,2.148887127158939947e+01
-1.046033674051852671e+02,2.148887343624410917e+01
-1.046033670855089781e+02,2.148887328357890070e+01
-1.046033667678713357e+02,2.148887305674241333e+01
-1.046033671675045724e+02,2.148887361045637334e+01
-1.046033671192865313e+02,2.148887317393518614e+01
-1.046033665979499858e+02,2.148887352081996838e+01
-1.046033667062115455e+02,2.148887330198140688e+01
-1.046033683345136041e+02,2.148887304297882750e+01
-1.046033668170166635e+02,2.148887447878710333e+01
-1.046033673221576947e+02,2.148887418001259775e+01
-1.046033669017499932e+02,2.148887451842045948e+01
-1.046033666475499899e+02,2.148887451842045948e+01
-1.046033669017499932e+02,2.148887451842045948e+01
-1.046033673338900201e+02,2.148887512481076811e+01
-1.046026229912272640e+02,2.148886421194715268e+01
-1.046031402717091794e+02,2.148886702939138615e+01
-1.046022814677499895e+02,2.148887344831992863e+01
-1.046021377784895918e+02,2.148886857623511304e+01
-1.046030057470999850e+02,2.148886786001714455e+01
-1.046021379392162345e+02,2.148886662442057727e+01
-1.046021383083623562e+02,2.148886678765184044e+01
-1.046021382127488408e+02,2.148886619126863806e+01
-1.046024865902032985e+02,2.148886542652927290e+01
-1.046021392806364787e+02,2.148886652319487567e+01
-1.046021376515580101e+02,2.148886662821254490e+01
-1.046028003963593136e+02,2.148886797891720946e+01
-1.046027153913866954e+02,2.148886153453399217e+01
-1.046028237173500344e+02,2.148886345687946786e+01
-1.046027620328499950e+02,2.148885576618256010e+01
-1.046027392202156960e+02,2.148885759724347366e+01
-1.046024000809363628e+02,2.148886013151331653e+01
-1.046033541348394493e+02,2.148885154586423596e+01
-1.046033540138100051e+02,2.148885057194853587e+01
-1.046033542992961713e+02,2.148885007073906905e+01
-1.046033541352610854e+02,2.148885045436960084e+01
-1.046029426796092565e+02,2.148885685955981373e+01
-1.046033564810660152e+02,2.148883597518187472e+01
-1.046033545004214318e+02,2.148885022317504223e+01
-1.046033546916766710e+02,2.148885028658840923e+01
-1.046033547885673727e+02,2.148884989059951423e+01
-1.046033563047874964e+02,2.148884774361338756e+01
-1.046026744810184113e+02,2.148884741546487831e+01
-1.046023606448500232e+02,2.148884589540621803e+01
-1.046026339428078700e+02,2.148884223392546389e+01
-1.046029247770104575e+02,2.148884149185519377e+01
-1.046022956699981421e+02,2.148883847408771075e+01
-1.046030145512192178e+02,2.148884407085916592e+01
-1.046033567929035115e+02,2.148882982770197358e+01
-1.046027045518749929e+02,2.148883012906504320e+01
-1.046025488283772660e+02,2.148882246181275235e+01
-1.046028381657499864e+02,2.148883141714902223e+01
-1.046028680831346094e+02,2.148881912013906259e+01
-1.046029814441134960e+02,2.148882106141116921e+01
-1.046033604067381475e+02,2.148880187580265400e+01
